page        index   level   data    free    records 
239         45      0       14375   1607    575     
240         45      0       14825   1135    593     
241         45      0       14925   1031    597     
242         45      0       14325   1651    573     
243         45      0       14725   1251    589     
244         45      0       14925   1031    597     
245         45      0       15300   650     612     
246         45      0       14850   1112    594     
247         45      0       14925   1031    597     
248         45      0       15050   904     602     
249         45      0       15000   954     600     
250         45      0       14925   1031    597     
251         45      0       11375   4657    455     
252         45      0       14800   1160    592     
253         45      0       14925   1031    597     
254         45      0       1750    14470   70      
255         45      0       14825   1135    593     
256         45      0       14925   1031    597     
257         45      0       1175    15057   47      
258         45      0       15000   956     600     
259         45      0       14925   1031    597     
260         45      0       50      16202   2       
261         45      0       14925   1035    597     
262         45      0       14800   1160    592     
263         45      0       25      16227   1       
264         45      0       14925   1035    597     
265         45      0       14600   1364    584     
266         45      0       1275    14955   51      
267         45      0       14925   1039    597     
268         45      0       14750   1212    590     
269         45      0       14675   1297    587     
270         45      0       14925   1033    597     
271         45      0       14800   1160    592     
272         45      0       500     15746   20      
273         45      0       15475   471     619     
274         45      0       50      16202   2       
275         45      0       125     16127   5       
276         45      0       7950    8144    318     
277         45      0       14600   1364    584     
278         45      0       8475    7611    339     
279         45      0       15525   419     621     
280         45      0       14850   1108    594     
281         45      0       3875    12303   155     
282         45      0       15925   11      637     
283         45      0       14500   1466    580     
284         45      0       75      16177   3       
285         45      0       15775   163     631     
286         45      0       225     16025   9       
287         45      0       475     15771   19      
288         45      0       15700   240     628     
289         45      0       14525   1441    581     
290         45      0       125     16127   5       
291         45      0       14925   1031    597     
292         45      0       14275   1699    571     
293         45      0       14675   1293    587     
294         45      0       15675   267     627     
295         45      0       125     16127   5       
296         45      0       100     16152   4       
297         45      0       14925   1031    597     
298         45      0       14525   1449    581     
299         45      0       14550   1420    582     
300         45      0       15050   904     602     
301         45      0       75      16177   3       
302         45      0       12000   4026    480     
303         45      0       14925   1037    597     
304         45      0       14425   1549    577     
305         45      0       8800    7294    352     
306         45      0       14925   1031    597     
307         45      0       14625   1349    585     
308         45      0       1600    14626   64      
309         45      0       15050   904     602     
310         45      0       14425   1551    577     
311         45      0       1950    14266   78      
312         45      0       15350   598     614     
313         45      0       2050    14164   82      
314         45      0       14600   1364    584     
315         45      0       14925   1031    597     
316         45      0       14300   1678    572     
317         45      0       5475    10671   219     
318         45      0       15650   294     626     
319         45      0       75      16177   3       
320         45      0       14525   1455    581     
321         45      0       14925   1031    597     
322         45      0       14075   1913    563     
323         45      0       13200   2800    528     
324         45      0       15025   929     601     
325         45      0       50      16202   2       
326         45      0       15025   929     601     
327         45      0       50      16202   2       
328         45      0       13950   2038    558     
329         45      0       300     15948   12      
330         45      0       15150   802     606     
331         45      0       14100   1886    564     
332         45      0       375     15871   15      
333         45      0       14925   1031    597     
334         45      0       5100    11052   204     
335         45      0       14950   1006    598     
336         45      0       13725   2267    549     
337         45      0       15175   777     607     
338         45      0       15125   827     605     
339         45      0       14125   1863    565     
340         45      0       2075    14139   83      
341         45      0       14800   1160    592     
342         45      0       5975    10161   239     
343         45      0       7400    8706    296     
344         45      0       13875   2111    555     
345         45      0       7875    8223    315     
346         45      0       5200    10950   208     
347         45      0       9500    6582    380     
348         45      0       7550    8552    302     
349         45      0       7675    8425    307     
350         45      0       14350   1630    574     
351         45      0       14400   1580    576     
352         45      0       7750    8350    310     
353         45      0       7800    8298    312     
354         45      0       14300   1678    572     
355         45      0       14525   1451    581     
356         45      0       7925    8171    317     
357         45      0       8025    8069    321     
358         45      0       15350   600     614     
359         45      0       3100    13094   124     
360         45      0       6925    9197    277     
361         45      0       14075   1907    563     
362         45      0       14250   1732    570     
363         45      0       14625   1355    585     
364         45      0       13875   2109    555     
365         45      0       6950    9164    278     
366         45      0       11825   4207    473     
367         45      0       15175   777     607     
368         45      0       14900   1058    596     
369         45      0       14725   1237    589     
370         45      0       15425   521     617     
371         45      0       5075    11079   203     
372         45      0       10750   5302    430     
373         45      0       5275    10875   211     
374         45      0       9775    6293    391     
375         45      0       3350    12838   134     
376         45      0       4975    11181   199     
377         45      0       2800    13400   112     
378         45      0       14300   1678    572     
379         45      0       10000   6060    400     
380         45      0       5025    11129   201     
381         45      0       4875    11281   195     
382         45      0       4900    11256   196     
383         45      0       4950    11206   198     
384         45      0       550     15694   22      
385         45      0       15125   829     605     
386         45      0       925     15311   37      
387         45      0       1675    14547   67      
388         45      0       5400    10748   216     
389         45      0       14800   1168    592     
390         45      0       14475   1503    579     
391         45      0       14375   1609    575     
392         45      0       14225   1763    569     
393         45      0       6025    10109   241     
394         45      0       6050    10082   242     
395         45      0       14775   1193    591     
396         45      0       6100    10032   244     
397         45      0       14500   1484    580     
398         45      0       13225   2781    529     
399         45      0       6175    9955    247     
400         45      0       6225    9903    249     
401         45      0       14850   1108    594     
402         45      0       15100   854     604     
403         45      0       14725   1243    589     
404         45      0       1900    14316   76      
405         45      0       3850    12330   154     
406         45      0       6250    9880    250     
407         45      0       15000   954     600     
408         45      0       1900    14318   76      
409         45      0       13900   2088    556     
410         45      0       14025   1963    561     
411         45      0       10175   5883    407     
412         45      0       14450   1528    578     
413         45      0       14400   1582    576     
414         45      0       15025   929     601     
415         45      0       4225    11947   169     
416         45      0       14750   1212    590     
417         45      0       14800   1166    592     
418         45      0       5525    10619   221     
419         45      0       14250   1728    570     
420         45      0       4700    11462   188     
421         45      0       13950   2038    558     
422         45      0       8000    8094    320     
423         45      0       4925    11231   197     
424         45      0       15225   725     609     
425         45      0       6500    9626    260     
426         45      0       14875   1085    595     
427         45      0       5100    11052   204     
428         45      0       14350   1626    574     
429         45      0       11775   4249    471     
430         45      0       4300    11868   172     
431         45      0       11650   4384    466     
432         45      0       13950   2038    558     
433         45      0       14475   1493    579     
434         45      0       13700   2292    548     
435         45      0       5175    10975   207     
436         45      0       2900    13296   116     
437         45      0       15125   829     605     
438         45      0       5225    10925   209     
439         45      0       15475   471     619     
440         45      0       9800    6258    392     
441         45      0       12350   3674    494     
442         45      0       2575    13629   103     
443         45      0       12250   3772    490     
444         45      0       3325    12863   133     
445         45      0       6125    10007   245     
446         45      0       6175    9955    247     
447         45      0       6325    9803    253     
448         45      0       6500    9624    260     
449         45      0       6800    9318    272     
450         45      0       6850    9268    274     
451         45      0       14950   1006    598     
452         45      0       3575    12609   143     
453         45      0       14175   1807    567     
454         45      0       6900    9216    276     
455         45      0       6975    9139    279     
456         45      0       15025   931     601     
457         45      0       6725    9395    269     
458         45      0       7150    8960    286     
459         45      0       6775    9343    271     
460         45      0       6850    9268    274     
461         45      0       7300    8806    292     
462         45      0       7375    8731    295     
463         45      0       14975   981     599     
464         45      0       11575   4449    463     
465         45      0       3825    12353   153     
466         45      0       7050    9062    282     
467         45      0       7075    9037    283     
468         45      0       7100    9012    284     
469         45      0       15375   575     615     
470         45      0       7100    9012    284     
471         45      0       7125    8987    285     
472         45      0       7925    8171    317     
473         45      0       7200    8910    288     
474         45      0       7950    8144    318     
475         45      0       7975    8119    319     
476         45      0       7275    8833    291     
477         45      0       8000    8094    320     
478         45      0       7350    8756    294     
479         45      0       15025   929     601     
480         45      0       5400    10748   216     
481         45      0       15550   394     622     
482         45      0       7300    8810    292     
483         45      0       10900   5146    436     
484         45      0       4775    11385   191     
485         45      0       7525    8579    301     
486         45      0       7900    8196    316     
487         45      0       14500   1466    580     
488         45      0       14725   1237    589     
489         45      0       15500   446     620     
490         45      0       6175    9957    247     
491         45      0       10125   5927    405     
492         45      0       4950    11206   198     
493         45      0       6450    9678    258     
494         45      0       7650    8452    306     
495         45      0       7675    8425    307     
496         45      0       15225   727     609     
497         45      0       15525   421     621     
498         45      0       15750   190     630     
499         45      0       6350    9780    254     
500         45      0       7825    8271    313     
501         45      0       7875    8221    315     
502         45      0       8100    7992    324     
503         45      0       8150    7942    326     
504         45      0       15650   294     626     
505         45      0       6850    9270    274     
506         45      0       5675    10465   227     
507         45      0       5800    10338   232     
508         45      0       5825    10313   233     
509         45      0       5850    10286   234     
510         45      0       5875    10261   235     
511         45      0       5925    10211   237     
512         0       0       0       16384   0       
513         0       0       0       16384   0       
514         0       0       0       16384   0       
515         0       0       0       16384   0       
516         0       0       0       16384   0       
517         0       0       0       16384   0       
518         0       0       0       16384   0       
519         0       0       0       16384   0       
520         0       0       0       16384   0       
521         0       0       0       16384   0       
522         0       0       0       16384   0       
523         0       0       0       16384   0       
524         0       0       0       16384   0       
525         0       0       0       16384   0       
526         0       0       0       16384   0       
527         0       0       0       16384   0       
528         0       0       0       16384   0       
529         0       0       0       16384   0       
530         0       0       0       16384   0       
531         0       0       0       16384   0       
532         0       0       0       16384   0       
533         0       0       0       16384   0       
534         0       0       0       16384   0       
535         0       0       0       16384   0       
536         0       0       0       16384   0       
537         0       0       0       16384   0       
538         0       0       0       16384   0       
539         0       0       0       16384   0       
540         0       0       0       16384   0       
541         0       0       0       16384   0       
542         0       0       0       16384   0       
543         0       0       0       16384   0       
544         0       0       0       16384   0       
545         0       0       0       16384   0       
546         0       0       0       16384   0       
547         0       0       0       16384   0       
548         0       0       0       16384   0       
549         0       0       0       16384   0       
550         0       0       0       16384   0       
551         0       0       0       16384   0       
552         0       0       0       16384   0       
553         0       0       0       16384   0       
554         0       0       0       16384   0       
555         0       0       0       16384   0       
556         0       0       0       16384   0       
557         0       0       0       16384   0       
558         0       0       0       16384   0       
559         0       0       0       16384   0       
560         0       0       0       16384   0       
561         0       0       0       16384   0       
562         0       0       0       16384   0       
563         0       0       0       16384   0       
564         0       0       0       16384   0       
565         0       0       0       16384   0       
566         0       0       0       16384   0       
567         0       0       0       16384   0       
568         0       0       0       16384   0       
569         0       0       0       16384   0       
570         0       0       0       16384   0       
571         0       0       0       16384   0       
572         0       0       0       16384   0       
573         0       0       0       16384   0       
574         0       0       0       16384   0       
575         0       0       0       16384   0       
576         0       0       0       16384   0       
577         0       0       0       16384   0       
578         0       0       0       16384   0       
579         0       0       0       16384   0       
580         0       0       0       16384   0       
581         0       0       0       16384   0       
582         0       0       0       16384   0       
583         0       0       0       16384   0       
584         0       0       0       16384   0       
585         0       0       0       16384   0       
586         0       0       0       16384   0       
587         0       0       0       16384   0       
588         0       0       0       16384   0       
589         0       0       0       16384   0       
590         0       0       0       16384   0       
591         0       0       0       16384   0       
592         0       0       0       16384   0       
593         0       0       0       16384   0       
594         0       0       0       16384   0       
595         0       0       0       16384   0       
596         0       0       0       16384   0       
597         0       0       0       16384   0       
598         0       0       0       16384   0       
599         0       0       0       16384   0       
600         0       0       0       16384   0       
601         0       0       0       16384   0       
602         0       0       0       16384   0       
603         0       0       0       16384   0       
604         0       0       0       16384   0       
605         0       0       0       16384   0       
606         0       0       0       16384   0       
607         0       0       0       16384   0       
608         0       0       0       16384   0       
609         0       0       0       16384   0       
610         0       0       0       16384   0       
611         0       0       0       16384   0       
612         0       0       0       16384   0       
613         0       0       0       16384   0       
614         0       0       0       16384   0       
615         0       0       0       16384   0       
616         0       0       0       16384   0       
617         0       0       0       16384   0       
618         0       0       0       16384   0       
619         0       0       0       16384   0       
620         0       0       0       16384   0       
621         0       0       0       16384   0       
622         0       0       0       16384   0       
623         0       0       0       16384   0       
624         0       0       0       16384   0       
625         0       0       0       16384   0       
626         0       0       0       16384   0       
627         0       0       0       16384   0       
628         0       0       0       16384   0       
629         0       0       0       16384   0       
630         0       0       0       16384   0       
631         0       0       0       16384   0       
632         0       0       0       16384   0       
633         0       0       0       16384   0       
634         0       0       0       16384   0       
635         0       0       0       16384   0       
636         0       0       0       16384   0       
637         0       0       0       16384   0       
638         0       0       0       16384   0       
639         0       0       0       16384   0       
640         0       0       0       16384   0       
641         0       0       0       16384   0       
642         0       0       0       16384   0       
643         0       0       0       16384   0       
644         0       0       0       16384   0       
645         0       0       0       16384   0       
646         0       0       0       16384   0       
647         0       0       0       16384   0       
648         0       0       0       16384   0       
649         0       0       0       16384   0       
650         0       0       0       16384   0       
651         0       0       0       16384   0       
652         0       0       0       16384   0       
653         0       0       0       16384   0       
654         0       0       0       16384   0       
655         0       0       0       16384   0       
656         0       0       0       16384   0       
657         0       0       0       16384   0       
658         0       0       0       16384   0       
659         0       0       0       16384   0       
660         0       0       0       16384   0       
661         0       0       0       16384   0       
662         0       0       0       16384   0       
663         0       0       0       16384   0       
664         0       0       0       16384   0       
665         0       0       0       16384   0       
666         0       0       0       16384   0       
667         0       0       0       16384   0       
668         0       0       0       16384   0       
669         0       0       0       16384   0       
670         0       0       0       16384   0       
671         0       0       0       16384   0       
672         0       0       0       16384   0       
673         0       0       0       16384   0       
674         0       0       0       16384   0       
675         0       0       0       16384   0       
676         0       0       0       16384   0       
677         0       0       0       16384   0       
678         0       0       0       16384   0       
679         0       0       0       16384   0       
680         0       0       0       16384   0       
681         0       0       0       16384   0       
682         0       0       0       16384   0       
683         0       0       0       16384   0       
684         0       0       0       16384   0       
685         0       0       0       16384   0       
686         0       0       0       16384   0       
687         0       0       0       16384   0       
688         0       0       0       16384   0       
689         0       0       0       16384   0       
690         0       0       0       16384   0       
691         0       0       0       16384   0       
692         0       0       0       16384   0       
693         0       0       0       16384   0       
694         0       0       0       16384   0       
695         0       0       0       16384   0       
696         0       0       0       16384   0       
697         0       0       0       16384   0       
698         0       0       0       16384   0       
699         0       0       0       16384   0       
700         0       0       0       16384   0       
701         0       0       0       16384   0       
702         0       0       0       16384   0       
703         0       0       0       16384   0       
704         0       0       0       16384   0       
705         0       0       0       16384   0       
706         0       0       0       16384   0       
707         0       0       0       16384   0       
708         0       0       0       16384   0       
709         0       0       0       16384   0       
710         0       0       0       16384   0       
711         0       0       0       16384   0       
712         0       0       0       16384   0       
713         0       0       0       16384   0       
714         0       0       0       16384   0       
715         0       0       0       16384   0       
716         0       0       0       16384   0       
717         0       0       0       16384   0       
718         0       0       0       16384   0       
719         0       0       0       16384   0       
720         0       0       0       16384   0       
721         0       0       0       16384   0       
722         0       0       0       16384   0       
723         0       0       0       16384   0       
724         0       0       0       16384   0       
725         0       0       0       16384   0       
726         0       0       0       16384   0       
727         0       0       0       16384   0       
728         0       0       0       16384   0       
729         0       0       0       16384   0       
730         0       0       0       16384   0       
731         0       0       0       16384   0       
732         0       0       0       16384   0       
733         0       0       0       16384   0       
734         0       0       0       16384   0       
735         0       0       0       16384   0       
736         0       0       0       16384   0       
737         0       0       0       16384   0       
738         0       0       0       16384   0       
739         0       0       0       16384   0       
740         0       0       0       16384   0       
741         0       0       0       16384   0       
742         0       0       0       16384   0       
743         0       0       0       16384   0       
744         0       0       0       16384   0       
745         0       0       0       16384   0       
746         0       0       0       16384   0       
747         0       0       0       16384   0       
748         0       0       0       16384   0       
749         0       0       0       16384   0       
750         0       0       0       16384   0       
751         0       0       0       16384   0       
752         0       0       0       16384   0       
753         0       0       0       16384   0       
754         0       0       0       16384   0       
755         0       0       0       16384   0       
756         0       0       0       16384   0       
757         0       0       0       16384   0       
758         0       0       0       16384   0       
759         0       0       0       16384   0       
760         0       0       0       16384   0       
761         0       0       0       16384   0       
762         0       0       0       16384   0       
763         0       0       0       16384   0       
764         0       0       0       16384   0       
765         0       0       0       16384   0       
766         0       0       0       16384   0       
767         0       0       0       16384   0       
768         0       0       0       16384   0       
769         0       0       0       16384   0       
770         0       0       0       16384   0       
771         0       0       0       16384   0       
772         0       0       0       16384   0       
773         0       0       0       16384   0       
774         0       0       0       16384   0       
775         0       0       0       16384   0       
776         0       0       0       16384   0       
777         0       0       0       16384   0       
778         0       0       0       16384   0       
779         0       0       0       16384   0       
780         0       0       0       16384   0       
781         0       0       0       16384   0       
782         0       0       0       16384   0       
783         0       0       0       16384   0       
784         0       0       0       16384   0       
785         0       0       0       16384   0       
786         0       0       0       16384   0       
787         0       0       0       16384   0       
788         0       0       0       16384   0       
789         0       0       0       16384   0       
790         0       0       0       16384   0       
791         0       0       0       16384   0       
792         0       0       0       16384   0       
793         0       0       0       16384   0       
794         0       0       0       16384   0       
795         0       0       0       16384   0       
796         0       0       0       16384   0       
797         0       0       0       16384   0       
798         0       0       0       16384   0       
799         0       0       0       16384   0       
800         0       0       0       16384   0       
801         0       0       0       16384   0       
802         0       0       0       16384   0       
803         0       0       0       16384   0       
804         0       0       0       16384   0       
805         0       0       0       16384   0       
806         0       0       0       16384   0       
807         0       0       0       16384   0       
808         0       0       0       16384   0       
809         0       0       0       16384   0       
810         0       0       0       16384   0       
811         0       0       0       16384   0       
812         0       0       0       16384   0       
813         0       0       0       16384   0       
814         0       0       0       16384   0       
815         0       0       0       16384   0       
816         0       0       0       16384   0       
817         0       0       0       16384   0       
818         0       0       0       16384   0       
819         0       0       0       16384   0       
820         0       0       0       16384   0       
821         0       0       0       16384   0       
822         0       0       0       16384   0       
823         0       0       0       16384   0       
824         0       0       0       16384   0       
825         0       0       0       16384   0       
826         0       0       0       16384   0       
827         0       0       0       16384   0       
828         0       0       0       16384   0       
829         0       0       0       16384   0       
830         0       0       0       16384   0       
831         0       0       0       16384   0       
832         0       0       0       16384   0       
833         0       0       0       16384   0       
834         0       0       0       16384   0       
835         0       0       0       16384   0       
836         0       0       0       16384   0       
837         0       0       0       16384   0       
838         0       0       0       16384   0       
839         0       0       0       16384   0       
840         0       0       0       16384   0       
841         0       0       0       16384   0       
842         0       0       0       16384   0       
843         0       0       0       16384   0       
844         0       0       0       16384   0       
845         0       0       0       16384   0       
846         0       0       0       16384   0       
847         0       0       0       16384   0       
848         0       0       0       16384   0       
849         0       0       0       16384   0       
850         0       0       0       16384   0       
851         0       0       0       16384   0       
852         0       0       0       16384   0       
853         0       0       0       16384   0       
854         0       0       0       16384   0       
855         0       0       0       16384   0       
856         0       0       0       16384   0       
857         0       0       0       16384   0       
858         0       0       0       16384   0       
859         0       0       0       16384   0       
860         0       0       0       16384   0       
861         0       0       0       16384   0       
862         0       0       0       16384   0       
863         0       0       0       16384   0       
864         0       0       0       16384   0       
865         0       0       0       16384   0       
866         0       0       0       16384   0       
867         0       0       0       16384   0       
868         0       0       0       16384   0       
869         0       0       0       16384   0       
870         0       0       0       16384   0       
871         0       0       0       16384   0       
872         0       0       0       16384   0       
873         0       0       0       16384   0       
874         0       0       0       16384   0       
875         0       0       0       16384   0       
876         0       0       0       16384   0       
877         0       0       0       16384   0       
878         0       0       0       16384   0       
879         0       0       0       16384   0       
880         0       0       0       16384   0       
881         0       0       0       16384   0       
882         0       0       0       16384   0       
883         0       0       0       16384   0       
884         0       0       0       16384   0       
885         0       0       0       16384   0       
886         0       0       0       16384   0       
887         0       0       0       16384   0       
888         0       0       0       16384   0       
889         0       0       0       16384   0       
890         0       0       0       16384   0       
891         0       0       0       16384   0       
892         0       0       0       16384   0       
893         0       0       0       16384   0       
894         0       0       0       16384   0       
895         0       0       0       16384   0       
896         0       0       0       16384   0       
897         0       0       0       16384   0       
898         0       0       0       16384   0       
899         0       0       0       16384   0       
900         0       0       0       16384   0       
901         0       0       0       16384   0       
902         0       0       0       16384   0       
903         0       0       0       16384   0       
904         0       0       0       16384   0       
905         0       0       0       16384   0       
906         0       0       0       16384   0       
907         0       0       0       16384   0       
908         0       0       0       16384   0       
909         0       0       0       16384   0       
910         0       0       0       16384   0       
911         0       0       0       16384   0       
912         0       0       0       16384   0       
913         0       0       0       16384   0       
914         0       0       0       16384   0       
915         0       0       0       16384   0       
916         0       0       0       16384   0       
917         0       0       0       16384   0       
918         0       0       0       16384   0       
919         0       0       0       16384   0       
920         0       0       0       16384   0       
921         0       0       0       16384   0       
922         0       0       0       16384   0       
923         0       0       0       16384   0       
924         0       0       0       16384   0       
925         0       0       0       16384   0       
926         0       0       0       16384   0       
927         0       0       0       16384   0       
928         0       0       0       16384   0       
929         0       0       0       16384   0       
930         0       0       0       16384   0       
931         0       0       0       16384   0       
932         0       0       0       16384   0       
933         0       0       0       16384   0       
934         0       0       0       16384   0       
935         0       0       0       16384   0       
936         0       0       0       16384   0       
937         0       0       0       16384   0       
938         0       0       0       16384   0       
939         0       0       0       16384   0       
940         0       0       0       16384   0       
941         0       0       0       16384   0       
942         0       0       0       16384   0       
943         0       0       0       16384   0       
944         0       0       0       16384   0       
945         0       0       0       16384   0       
946         0       0       0       16384   0       
947         0       0       0       16384   0       
948         0       0       0       16384   0       
949         0       0       0       16384   0       
950         0       0       0       16384   0       
951         0       0       0       16384   0       
952         0       0       0       16384   0       
953         0       0       0       16384   0       
954         0       0       0       16384   0       
955         0       0       0       16384   0       
956         0       0       0       16384   0       
957         0       0       0       16384   0       
958         0       0       0       16384   0       
959         0       0       0       16384   0       
